VNDNBR,VndCode,VNDNAME,VNDTYPE,INV_YEAR, INVPAYAMT , INV_AMOUNT ,DPTNBR,DIV,DEPT,DEPT_CODE
M1100136,1100136,ซี.พี.คอนซูเมอร์ โพรดักส์ บจก.,FOOD-MERCHANDISE,2023,"  1,637,452.03 ","  785,013.45 ",21671,04,71,0471
M1100588,1100588,ซัมมิท ฟุตแวร์ บจก.,NONFOOD-MERCHANDISE,2023,"  23,865,597.28 ","  22,304,296.20 ",21250,03,50,0350
M1100716,1100716,เซ็นทรัล ฟลอรา บจก.,NONFOOD-MERCHANDISE,2023,"  77,450.88 ","  72,384.00 ",21310,02,10,0210
M2600410,2600410,ใบว่าน หจก.,FOOD-MERCHANDISE,2023,"  1,664,516.24 ","  1,555,622.64 ",21660,04,60,0460
M2600442,2600442,บี.เค.วาย.  บจก.,FOOD-MERCHANDISE,2023,"  23,938,104.47 ","  22,372,060.03 ",21620,04,20,0420
M2600990,2600990,บางกอก ลิกเกอร์ บจก.,FOOD-MERCHANDISE,2023,"  8,807,794.77 ","  8,257,562.67 ",21650,04,50,0450
M2700360,2700360,ป.ณรงค์แอนด์พี.เอ็น.ไอ บจก.,NONFOOD-MERCHANDISE,2023,"  1,084,766.00 ","  1,013,800.00 ",21340,02,40,0240
M2700643,2700643,ปวีณ์มล  บจก.,FOOD-MERCHANDISE,2023,"  7,748,512.26 ","  7,219,605.81 ",21661,04,61,0461
M2800099,2800099,ผลไม้แปรรูปวรพร บจก.,FOOD-MERCHANDISE,2023,"  9,631,972.51 ","  9,001,842.85 ",21760,05,60,0560
M2301165,2301165,ไทยโตชิบาไลท์ติ้ง บจก.,NONFOOD-MERCHANDISE,2023,"  2,016,702.02 ","  1,884,768.21 ",21340,02,40,0240
M2348588,2348588,ท๊อป ไอ  บจก.,NONFOOD-MERCHANDISE,2023,  12.81 ,  12.81 ,21350,02,50,0250
M2400146,2400146,ธูปหอมนพมาศ หจก.,NONFOOD-MERCHANDISE,2023,"  1,046,335.88 ","  977,884.00 ",21310,02,10,0210
M2500262,2500262,นิวคอนเซพท์ โปรดัคท์  บจก.,FOOD-MERCHANDISE,2023,"  29,392,571.01 ","  27,469,692.48 ",21610,04,10,0410
M2500642,2500642,นาป้า  บจก.,NONFOOD-MERCHANDISE,2023,"  1,443,716.55 ","  1,339,847.80 ",21340,02,40,0240
M2600413,2600413,บางกอกแร้นซ์  บมจ.,FOOD-MERCHANDISE,2023,"  11,608,319.82 ","  10,971,115.02 ",21790,05,70,0570
M2700643,2700643,ปวีณ์มล  บจก.,FOOD-MERCHANDISE,2023,"  1,772,589.58 ","  1,604,855.52 ",21660,04,60,0460
M2400088,2400088,ธนมงคล หจก.,NONFOOD-MERCHANDISE,2023,  (353.13),  (330.03),21210,03,10,0310
M2500016,2500016,นิวซิตี้(กรุงเทพฯ ) บมจ.,NONFOOD-MERCHANDISE,2023,"  10,427,618.25 ","  8,752,427.29 ",21210,03,10,0310
M2500642,2500642,นาป้า  บจก.,NONFOOD-MERCHANDISE,2023,"  2,943,414.70 ","  2,748,327.00 ",21310,02,10,0210
M2500792,2500792,เน็กซ์ โปรดักส์ บจก.,NONFOOD-MERCHANDISE,2023,"  8,954,852.47 ","  8,369,021.00 ",21340,02,40,0240
M2500801,2500801,เนสท์เล่ (ไทย) บจก.,FOOD-MERCHANDISE,2023,"  14,293,257.19 ","  13,360,083.01 ",21790,05,70,0570
M2600126,2600126,บริหารการขายและบริการ  บจก.,FOOD-MERCHANDISE,2023,"  3,942,974.82 ","  4,700,942.80 ",21610,04,10,0410
M2600938,2600938,นีโอ คอร์ปอเรท บจก. (DF),FOOD-MERCHANDISE,2023,"  27,599,313.66 ","  4,244,315.59 ",21672,04,72,0472
M2700957,2700957,ปิคนิคพลาส อินดัสเทรียล บจก.,NONFOOD-MERCHANDISE,2023,"  4,224,981.16 ","  3,948,580.47 ",21240,03,40,0340
M2600056,2600056,บางกอกแฮมโปรดักส์ซัพพลาย  บจก.,FOOD-MERCHANDISE,2023,"  2,730,351.54 ","  2,551,730.39 ",21760,05,60,0560
M3000027,3000027,พิริยพูล อินเตอร์เนชั่นแนล  บจก.,FOOD-MERCHANDISE,2023,"  516,099.58 ","  376,768.18 ",21630,04,30,0430
M3001450,3001450,แพน ราชเทวี กรุ๊ป บมจ.,FOOD-MERCHANDISE,2023,"  6,810,622.71 ","  6,365,068.01 ",21661,04,61,0461
M3001713,3001713,พี.เอช.ฟู้ดส์ บจก.,FOOD-MERCHANDISE,2023,"  14,954,490.67 ","  13,976,147.82 ",21620,04,20,0420
M2800077,2800077,ผลิตภัณฑ์อาหารกว้างไพศาล  บมจ.,FOOD-MERCHANDISE,2023,"  1,383,754.75 ","  1,248,202.80 ",21620,04,20,0420
M3000278,3000278,เพรซิเดนท์เบเกอรี่ บมจ. (FF),FOOD-MERCHANDISE,2023,"  813,195.40 ","  759,995.72 ",21610,04,10,0410
M3001474,3001474,เพียวฟู้ดส์ บจก. (FF),FOOD-MERCHANDISE,2023,"  10,495,188.55 ","  13,554,998.88 ",21740,05,40,0540
M3001509,3001509,พาราวิจัย บจก.,NONFOOD-MERCHANDISE,2023,"  3,172,252.86 ","  2,964,722.26 ",21250,03,50,0350
M3001672,3001672,พี.เอส.กรุ๊ป ออฟ แอพพาเรลส์  หจก.,NONFOOD-MERCHANDISE,2023,"  1,497,143.91 ","  1,399,199.91 ",21220,03,20,0320
M3100028,3100028,ซิกนิฟาย คอมเมอร์เชียล (ประเทศไทย) บจก.,NONFOOD-MERCHANDISE,2023,"  7,100,345.85 ","  (517,200.87)",21360,02,60,0260
M3100204,3100204,แฟชั่นฟู้ด บจก.,FOOD-MERCHANDISE,2023,"  15,975,888.51 ","  14,930,736.80 ",21620,04,20,0420
M2300555,2300555,ไทยลิลลี่เท็กซ์ไทล์ บจก.,NONFOOD-MERCHANDISE,2023,"  13,184,880.54 ",  0.10 ,21360,02,60,0260
M2301058,2301058,ไทย-เยอรมัน มีทโปรดักท์ บจก.,FOOD-MERCHANDISE,2023,"  111,952.42 ","  104,628.33 ",21760,05,60,0560
M2348489,2348489,ที เอ พี เทรดดิ้ง บจก.,FOOD-MERCHANDISE,2023,"  95,325,433.69 ",  -   ,21630,04,30,0430
M3100028,3100028,ซิกนิฟาย คอมเมอร์เชียล (ประเทศไทย) บจก.,NONFOOD-MERCHANDISE,2023,"  11,846,442.31 ","  16,233,694.74 ",21340,02,40,0240
M3100345,3100345,ฟูด เบลสซิ่ง (1988) บจก.,FOOD-MERCHANDISE,2023,"  1,150,592.05 ","  1,038,889.68 ",21630,04,30,0430
M3100359,3100359,ฟ้าใสใส บจก.,FOOD-MERCHANDISE,2023,"  1,698,666.76 ","  1,587,539.31 ",21790,05,70,0570
M3300121,3300121,แมวดำยูเนียน บจก.,NONFOOD-MERCHANDISE,2023,  -   ,  -   ,21240,03,40,0340
M3300221,3300221,แมส มาร์เกตติ้ง  บจก.,FOOD-MERCHANDISE,2023,"  13,648,963.25 ","  12,599,420.03 ",21670,04,70,0470
M3300503,3300503,เอสดี กัทธรี อินเตอร์เนชั่นแนล มรกต บมจ.,FOOD-MERCHANDISE,2023,"  1,144,451,857.49 ","  1,069,581,174.39 ",21630,04,30,0430
M3400455,3400455,ยู แอนด์ วี อินเตอร์เทรด บจก.,FOOD-MERCHANDISE,2023,"  9,434,701.80 ","  9,353,520.00 ",21730,05,30,0530
M3500260,3500260,โรงงานน้ำปลาฉั่วฮะเส็ง (ตราหอยหลอด) บจก.,FOOD-MERCHANDISE,2023,"  621,110.44 ","  462,849.56 ",21631,04,31,0431
M3500262,3500262,ดิอาจิโอ โมเอ็ท เฮนเนสซี่ (ประเทศไทย) บจก.,FOOD-MERCHANDISE,2023,"  227,622,305.38 ","  212,731,126.50 ",21650,04,50,0450
M3500330,3500330,รอซโซ่ บจก.,NONFOOD-MERCHANDISE,2023,"  553,578.41 ","  517,363.00 ",21210,03,10,0310
M3500442,3500442,เรดอน บจก. (M3500442),FOOD-MERCHANDISE,2023,"  2,007.66 ","  1,876.32 ",21213,03,14,0314
M2348489,2348489,ที เอ พี เทรดดิ้ง บจก.,FOOD-MERCHANDISE,2023,"  257,629,175.65 ","  261,702,504.90 ",21650,04,50,0450
M2348490,2348490,ที.อาร์.โปรดักส์ แอนด์มาร์เก็ตติ้ง บจก.,NONFOOD-MERCHANDISE,2023,"  2,568,197.63 ","  2,406,107.92 ",21340,02,40,0240
M2348490,2348490,ที.อาร์.โปรดักส์ แอนด์มาร์เก็ตติ้ง บจก.,NONFOOD-MERCHANDISE,2023,"  31,252.56 ","  28,560.00 ",21670,04,70,0470
M2500012,2500012,น้ำมันบริโภคไทย บจก.,FOOD-MERCHANDISE,2023,"  92,775,564.45 ","  86,706,135.00 ",21630,04,30,0430
M2500626,2500626,นูบูน บจก.,FOOD-MERCHANDISE,2023,"  5,337,001.99 ","  4,987,852.24 ",21760,05,60,0560
M2500946,2500946,นิวลุค โปรดักท์ บจก.,NONFOOD-MERCHANDISE,2023,"  4,372,796.82 ","  4,086,726.00 ",21350,02,50,0250
M2600126,2600126,บริหารการขายและบริการ  บจก.,FOOD-MERCHANDISE,2023,"  3,482,010.85 ","  2,613,909.15 ",21631,04,31,0431
M3300221,3300221,แมส มาร์เกตติ้ง  บจก.,FOOD-MERCHANDISE,2023,"  7,701,319.56 ","  7,156,781.92 ",21610,04,10,0410
M3300221,3300221,แมส มาร์เกตติ้ง  บจก.,FOOD-MERCHANDISE,2023,"  3,898,525.54 ","  3,518,828.40 ",21630,04,30,0430
M3300228,3300228,มาลี เอ็นเตอร์ไพรส์ บจก. (DF),FOOD-MERCHANDISE,2023,"  47,841,075.88 ","  44,580,683.98 ",21640,04,40,0440
M3300246,3300246,เมย์ฟลาวเวอร์(ประเทศไทย) บจก.,NONFOOD-MERCHANDISE,2023,"  1,384,863.71 ","  1,294,265.16 ",21350,02,50,0250
M3300367,3300367,มามี่ บจก.,FOOD-MERCHANDISE,2023,"  16,258,533.72 ","  15,194,891.34 ",21660,04,60,0460
M3300904,3300904,มัลติ ฟู้ด อินเตอร์เนชั่นแนล บจก.,FOOD-MERCHANDISE,2023,"  1,877,066.76 ","  1,754,268.00 ",21760,05,60,0560
M3300945,3300945,โมเดอร์น ฟู้ด เทรดดิ้ง บจก.,FOOD-MERCHANDISE,2023,"  8,240,476.88 ","  7,701,380.26 ",21620,04,20,0420
M3400245,3400245,ยังค์มีดี ฟิวเจอร์ กรุพ บจก.,NONFOOD-MERCHANDISE,2023,"  17,391,441.66 ","  16,253,683.82 ",21340,02,40,0240
M3500864,3500864,ร่วมกำชัย บจก.,FOOD-MERCHANDISE,2023,"  849,240.00 ","  849,240.00 ",21630,04,30,0430
M3600245,3600245,ลัคกี้เฟลม บจก.,NONFOOD-MERCHANDISE,2023,"  13,848,717.89 ","  12,938,059.00 ",21510,01,10,0110
M3600394,3600394,ลัคกี้ แวร์ บจก.,NONFOOD-MERCHANDISE,2023,"  1,571,132.23 ","  1,430,800.38 ",21350,02,50,0250
M3700967,3700967,วัฒนาฟุตแวร์ บจก.,NONFOOD-MERCHANDISE,2023,"  29,049,985.07 ","  27,149,518.75 ",21250,03,50,0350
M3600005,3600005,ล็อกซเล่ย์เทรดดิ้ง บจก.,FOOD-MERCHANDISE,2023,"  8,194,464.16 ","  7,658,377.75 ",21620,04,20,0420
M3600006,3600006,ลอรีส บจก.,FOOD-MERCHANDISE,2023,"  6,562,921.22 ","  6,133,571.20 ",21660,04,60,0460
M3600088,3600088,ลีกูดส์  บจก.,NONFOOD-MERCHANDISE,2023,"  4,102,737.41 ","  3,827,375.04 ",21310,02,10,0210
M3600245,3600245,ลัคกี้เฟลม บจก.,NONFOOD-MERCHANDISE,2023,"  21,905.04 ","  18,672.00 ",21310,02,10,0210
M3600435,3600435,ล่ำสูง (ประเทศไทย) บมจ.,FOOD-MERCHANDISE,2023,"  23,130,922.65 ","  21,604,604.43 ",21610,04,10,0410
M3600444,3600444,แลคตาซอย บจก.,FOOD-MERCHANDISE,2023,"  34,554.18 ","  32,293.63 ",21610,04,10,0410
M3600444,3600444,แลคตาซอย บจก.,FOOD-MERCHANDISE,2023,"  502,909,298.21 ","  470,008,691.81 ",21640,04,40,0440
M3701195,3701195,เวนเจอร์เทค มาร์เก็ตติ้ง บจก..,FOOD-MERCHANDISE,2023,"  35,058,735.78 ","  32,765,172.66 ",21760,05,60,0560
M3800138,3800138,ศรีไทยมาร์เก็ตติ้ง บจก.,NONFOOD-MERCHANDISE,2023,"  23,083,891.02 ","  21,573,728.07 ",21310,02,10,0210
M4000079,4000079,สุขเกษมอินเตอร์เนชั่นแนล บจก.,FOOD-MERCHANDISE,2023,"  5,373,441.50 ","  5,021,907.96 ",21630,04,30,0430
M4000177,4000177,สยามแว็กซี่ แสตนดาร์ด บจก.,NONFOOD-MERCHANDISE,2023,"  8,340,727.98 ","  7,795,072.92 ",21340,02,40,0240
M4001182,4001182,สตรองโปรมาร์ท บจก.,FOOD-MERCHANDISE,2023,"  2,149,664.48 ","  2,007,952.32 ",21661,04,61,0461
M4002892,4002892,เสริมมิตรรุ่งเรือง บจก.,FOOD-MERCHANDISE,2023,"  4,043,284.00 ","  4,043,284.00 ",21730,05,30,0530
M2400013,2400013,ธารธนา  บจก.,NONFOOD-MERCHANDISE,2023,"  1,318,060.96 ","  1,348,164.41 ",21210,03,10,0310
M2400214,2400214,ธเนศกรุ๊ป บจก.,NONFOOD-MERCHANDISE,2023,"  4,204,157.33 ","  3,929,119.00 ",21520,01,20,0120
M2400402,2400402,ธนาคม 195 บจก.,NONFOOD-MERCHANDISE,2023,"  2,319,267.80 ","  2,170,140.00 ",21250,03,50,0350
M2500016,2500016,นิวซิตี้(กรุงเทพฯ ) บมจ.,NONFOOD-MERCHANDISE,2023,"  4,830.41 ","  4,514.40 ",21222,03,22,0322
M2500262,2500262,นิวคอนเซพท์ โปรดัคท์  บจก.,FOOD-MERCHANDISE,2023,"  1,600,017.24 ","  1,495,343.17 ",21840,06,20,0620
M2500939,2500939,นครสวรรค์พงศ์ไทย(1993) บจก.,FOOD-MERCHANDISE,2023,"  1,276,664.34 ","  1,206,077.45 ",21790,05,70,0570
M2600118,2600118,แบลค แอนด์ เด็กค์เคอร์ (ประเทศไทย)  บจก.,NONFOOD-MERCHANDISE,2023,"  3,258,340.57 ","  3,045,178.08 ",21340,02,40,0240
M2600387,2600387,บางกอก ดิสทริบิวเตอร์ บจก.,FOOD-MERCHANDISE,2023,"  260,637,087.06 ","  243,586,062.46 ",21620,04,20,0420
M2600413,2600413,บางกอกแร้นซ์  บมจ.,FOOD-MERCHANDISE,2023,"  7,453,505.12 ","  7,450,765.12 ",21710,05,10,0510
M3000027,3000027,พิริยพูล อินเตอร์เนชั่นแนล  บจก.,FOOD-MERCHANDISE,2023,"  2,310,941.97 ","  2,155,551.84 ",21661,04,61,0461
M3000214,3000214,ไพโรจน์(ทั่งซังฮะ) บจก.,FOOD-MERCHANDISE,2023,"  5,564,772.85 ","  3,129,907.97 ",21631,04,31,0431
M3000445,3000445,พี.วาย.กิจศิริ,FOOD-MERCHANDISE,2023,"  916,252.14 ","  856,311.76 ",21670,04,70,0470
M3001474,3001474,เพียวฟู้ดส์ บจก. (FF),FOOD-MERCHANDISE,2023,"  18,725.00 ","  17,500.00 ",21720,05,20,0520
M3100094,3100094,ฟรีสแลนด์คัมพิน่า (ประเทศไทย) บมจ.,FOOD-MERCHANDISE,2023,"  483,542.78 ",  -   ,21630,04,30,0430
M3300228,3300228,มาลี เอ็นเตอร์ไพรส์ บจก. (DF),FOOD-MERCHANDISE,2023,"  37,129,224.91 ","  34,669,088.81 ",21610,04,10,0410
M2000011,2000011,ดานอน สเปเชียลไลซ์ นิวทริชั่น (ประเทศไทย) บจก.,FOOD-MERCHANDISE,2023,"  731,548,599.46 ","  683,690,279.75 ",21610,04,10,0410
M2000012,2000012,เดโชโกรเซอรี่ หจก.,FOOD-MERCHANDISE,2023,"  932,108.10 ","  871,129.02 ",21610,04,10,0410
M2000012,2000012,เดโชโกรเซอรี่ หจก.,FOOD-MERCHANDISE,2023,"  485,549.58 ","  453,784.64 ",21630,04,30,0430
M2000353,2000353,เดโช บจก.,FOOD-MERCHANDISE,2023,"  144,279,159.19 ","  134,840,335.71 ",21620,04,20,0420
M2100050,2100050,โตชิบา ไทยแลนด์ บจก.,NONFOOD-MERCHANDISE,2023,"  129,485,316.55 ","  121,046,099.23 ",21510,01,10,0110
M2100110,2100110,ตราแม่ครัว บจก.,FOOD-MERCHANDISE,2023,"  134,272,338.21 ","  125,020,110.26 ",21630,04,30,0430
M2300040,2300040,ไทยสเตนเลสสตีล บจก..,NONFOOD-MERCHANDISE,2023,"  41,613,278.26 ","  39,380,547.74 ",21310,02,10,0210
M2300182,2300182,เทพผดุงพร มะพร้าว บจก.,FOOD-MERCHANDISE,2023,"  1,577,394.79 ","  1,474,200.69 ",21760,05,60,0560
M2300555,2300555,ไทยลิลลี่เท็กซ์ไทล์ บจก.,NONFOOD-MERCHANDISE,2023,"  27,697,501.97 ","  32,936,557.04 ",21320,02,20,0220
M2301069,2301069,ไทซันฟูดส์ บจก.,FOOD-MERCHANDISE,2023,"  2,893,170.08 ","  2,703,897.20 ",21640,04,40,0440
M2301130,2301130,ทีวันเซน หจก.,FOOD-MERCHANDISE,2023,"  2,407,259.25 ","  2,249,775.00 ",21620,04,20,0420
M3300856,3300856,มาร์เก็ตติ้ง แมน  บจก.,FOOD-MERCHANDISE,2023,"  735,304.00 ","  687,200.00 ",21740,05,40,0540
M3500596,3500596,เรืองวาแสตนดาร์ดอินดัสตรี้ บจก.,NONFOOD-MERCHANDISE,2023,"  3,423,012.39 ","  3,199,077.00 ",21310,02,10,0210
M3500922,3500922,โรงน้ำแข็งปักธงชัย หจก.,FOOD-MERCHANDISE,2023,"  473,052.16 ","  442,105.19 ",21790,05,70,0570
M3600088,3600088,ลีกูดส์  บจก.,NONFOOD-MERCHANDISE,2023,"  807,388.98 ","  744,545.04 ",21320,02,20,0220
M2500556,2500556,น้อมจิตต์ แมนนูแฟกเจอร์ริ่ง บจก.,NONFOOD-MERCHANDISE,2023,"  32,503,530.39 ","  30,377,131.21 ",21110,03,80,0380
M2500646,2500646,นานมี อุตสาหกรรม บจก.,NONFOOD-MERCHANDISE,2023,"  18,802,027.33 ","  17,571,988.24 ",21350,02,50,0250
M2600126,2600126,บริหารการขายและบริการ  บจก.,FOOD-MERCHANDISE,2023,"  15,667,753.37 ","  11,462,284.92 ",21630,04,30,0430
M2600413,2600413,บางกอกแร้นซ์  บมจ.,FOOD-MERCHANDISE,2023,"  5,556,540.00 ","  5,556,540.00 ",21740,05,40,0540
M2600442,2600442,บี.เค.วาย.  บจก.,FOOD-MERCHANDISE,2023,"  1,085,448.66 ","  1,014,438.00 ",21610,04,10,0410
M2600918,2600918,บางกอก คริสมัส เด็คโคเรชั่น เอ็กซปอร์ต บจก.,NONFOOD-MERCHANDISE,2023,"  (565,061.61)","  (408,426.34)",21330,02,30,0230
M2700766,2700766,เป๊ปซี่-โคล่า (ไทย) เทรดดิ้ง บจก.,FOOD-MERCHANDISE,2023,"  691,834,803.73 ","  645,505,870.18 ",21620,04,20,0420
M2800077,2800077,ผลิตภัณฑ์อาหารกว้างไพศาล  บมจ.,FOOD-MERCHANDISE,2023,"  50,197,199.66 ","  46,909,294.52 ",21630,04,30,0430
M3000225,3000225,พิบูลย์ชัยน้ำพริกเผาไทยแม่ประนอม  บจก.,FOOD-MERCHANDISE,2023,"  32,451,543.37 ","  30,070,543.71 ",21630,04,30,0430
M3000605,3000605,ห้างพรสินพาณิชย์,FOOD-MERCHANDISE,2023,"  2,176,680.00 ","  2,176,680.00 ",21760,05,60,0560
M3000618,3000618,พูนสินสมบูรณ์ หจก.,NONFOOD-MERCHANDISE,2023,"  2,925,581.16 ","  2,734,188.00 ",21350,02,50,0250
