VNDNBR,VndCode,VNDNAME,VNDTYPE,INV_YEAR, INVPAYAMT , INV_AMOUNT ,DPTNBR,DIV,DEPT,DEPT_CODE
M6000890,6000890,ตะวันพืชผล บจก.,FOOD-MERCHANDISE,2023,"  35,559,153.73 ","  35,226,618.00 ",21730,05,30,0530
M6000968,6000968,ซาน มิเกล มาร์เก็ตติ้ง (ประเทศไทย) บจก.,FOOD-MERCHANDISE,2023,"  18,890,048.70 ","  17,654,251.17 ",21650,04,50,0450
M6000999,6000999,ควิค ฟิช ฟูดส์ โปรดักส์ หจก.,FOOD-MERCHANDISE,2023,"  20,520,085.50 ","  19,177,650.00 ",21720,05,20,0520
M6001000,6001000,เจ.ที.แพ็ค ออฟ ฟู้ดส์ บจก.,FOOD-MERCHANDISE,2023,"  3,334,321.16 ","  3,116,188.00 ",21740,05,40,0540
M6001051,6001051,เจริญศรี ทวีผล หจก.,FOOD-MERCHANDISE,2023,"  44,863,404.06 ","  41,928,415.00 ",21760,05,60,0560
M6001105,6001105,ควอลิตี้เบเวอร์เรจ แอนด์ โปรโมชั่น หจก.,FOOD-MERCHANDISE,2023,"  993,655.06 ","  928,649.16 ",21640,04,40,0440
M6003186,6003186,ซี เนเชอรัล ฟาร์มาซูติคอล บจก.,FOOD-MERCHANDISE,2023,"  1,117,152.00 ","  1,044,067.29 ",21860,06,40,0640
M6003199,6003199,อำพรรัตน์ ขนรกุล,FOOD-MERCHANDISE,2023,"  130,080.00 ","  131,680.00 ",21790,05,70,0570
M6003200,6003200,เดอะ พี แอนด์ ที คอลเลคชั่น บจก.,FOOD-MERCHANDISE,2023,"  4,315,789.40 ","  4,033,448.12 ",21661,04,61,0461
M6003244,6003244,ยูโรเปี้ยน สแนค ฟู้ด บจก.,FOOD-MERCHANDISE,2023,"  13,804,941.69 ","  12,901,814.63 ",21620,04,20,0420
M6003255,6003255,ธาวินเฟรช หจก.,FOOD-MERCHANDISE,2023,"  124,276.70 ","  119,238.70 ",21750,05,50,0550
M6003270,6003270,เบทาโกรเกษตรอุตสาหกรรม บจก.,FOOD-MERCHANDISE,2023,"  5,886,276.00 ",  -   ,21730,05,30,0530
M6003188,6003188,แมคโครฟาร์แลบ บจก.,FOOD-MERCHANDISE,2023,"  268,320.01 ","  250,766.33 ",21840,06,20,0620
M6003192,6003192,วารีเทพสระแก้ว หจก.,FOOD-MERCHANDISE,2023,"  57,258.55 ","  53,512.50 ",21790,05,70,0570
M6003201,6003201,ชัยสิทธิ์ ฤทธา หจก.,FOOD-MERCHANDISE,2023,"  285,221.16 ","  269,100.00 ",21740,05,40,0540
M6003224,6003224,แอดวานซ์ เอนริชเชส บจก.,FOOD-MERCHANDISE,2023,"  1,943,921.82 ","  1,816,749.37 ",21850,06,30,0630
M6003240,6003240,บางกอก ฟายน์ ฟู๊ดส์ บจก.,FOOD-MERCHANDISE,2023,"  13,544,041.50 ","  12,657,982.69 ",21760,05,60,0560
M6003252,6003252,แม่เตี้ย ฟู๊ดโปรดักส์ บจก.,FOOD-MERCHANDISE,2023,"  7,617,201.60 ","  7,118,880.00 ",21720,05,20,0520
M6003265,6003265,พี.อาร์.ฟู้ดแลนด์ บจก. (โดนใจ),FOOD-MERCHANDISE,2023,"  2,311,562.05 ","  2,160,338.40 ",21620,04,20,0420
M6002513,6002513,ดีเคเอสเอช (ประเทศไทย) บจก. (Kraft Cheese&Philladelphia),FOOD-MERCHANDISE,2023,"  5,772,743.02 ","  5,395,086.91 ",21760,05,60,0560
M6002520,6002520,สยามซอร์บิทอล บจก.,FOOD-MERCHANDISE,2023,"  4,850,066.04 ","  4,532,772.00 ",21630,04,30,0430
M6002587,6002587,ดีเคเอสเอช (ประเทศไทย) บจก. (Vistra),FOOD-MERCHANDISE,2023,"  18,717,980.87 ","  16,039,310.93 ",21840,06,20,0620
M6003300,6003300,วรัชยา ติยะพิษณุไพศาล,FOOD-MERCHANDISE,2023,"  30,172.50 ","  30,172.50 ",21790,05,70,0570
M6003306,6003306,ธนารักษ์ อินเตอร์ฟู้ดส์ บจก. (FF),FOOD-MERCHANDISE,2023,"  3,369,501.58 ","  3,149,066.88 ",21720,05,20,0520
M6003310,6003310,พรีเซิร์ฟ ฟู้ด สเปเชียลตี้ บจก.,FOOD-MERCHANDISE,2023,"  7,451,577.92 ","  6,964,091.44 ",21610,04,10,0410
M6003318,6003318,ดีเคเอสเอช (ประเทศไทย) บจก. (กะทิอัมพวา),FOOD-MERCHANDISE,2023,"  3,015,332.69 ","  2,818,067.94 ",21630,04,30,0430
M6003339,6003339,เอ็น.พี.บิวตี้ โพรดักส์ หจก. (SME),FOOD-MERCHANDISE,2023,"  1,854,196.14 ","  1,732,893.64 ",21660,04,60,0460
M6003429,6003429,จีเอสบี อินเตอร์เนชั่นแนล บจก. (MM),FOOD-MERCHANDISE,2023,"  35,404,134.68 ","  33,087,975.50 ",21760,05,60,0560
M6003452,6003452,ห้างขายยาห้องยาเภสัช หจก.,FOOD-MERCHANDISE,2023,"  31,641.00 ","  25,710.00 ",21840,06,20,0620
M6001236,6001236,จอห์นสัน แอนด์ จอห์นสัน คอนซูเมอร์ (ประเทศไทย) บจก..,FOOD-MERCHANDISE,2023,"  17,034,989.98 ","  13,432,121.54 ",21672,04,72,0472
M6001279,6001279,หมูสุวรรณการค้า หจก.,FOOD-MERCHANDISE,2023,"  175,019,393.13 ","  175,031,230.03 ",21710,05,10,0510
M6001333,6001333,ซันฟู้ดส์ เทรดดิ้ง บจก.,FOOD-MERCHANDISE,2023,"  31,150,308.18 ","  29,112,437.57 ",21620,04,20,0420
M6001368,6001368,เกตุวานิชอุตสาหกรรม  บจก.,FOOD-MERCHANDISE,2023,"  11,345,967.56 ","  10,603,708.00 ",21750,05,50,0550
M6001393,6001393,เอ็นเค ฟู้ดส์ บจก.,FOOD-MERCHANDISE,2023,"  345,636.75 ","  323,025.00 ",21740,05,40,0540
M6001404,6001404,โกลบอล ฟู้ด โปรดักส์ บจก.,FOOD-MERCHANDISE,2023,"  7,810,871.72 ","  7,232,387.98 ",21640,04,40,0440
M6001425,6001425,บี บี เฟรชฟู้ดส์ บจก.,FOOD-MERCHANDISE,2023,"  5,359,026.38 ","  6,206,653.69 ",21760,05,60,0560
M6003289,6003289,เอ็นเอสบี กรุ๊ป บจก.,FOOD-MERCHANDISE,2023,"  789,672.84 ","  738,012.00 ",21661,04,61,0461
M6003303,6003303,เอ-พลัส ซัพพลาย บจก.,FOOD-MERCHANDISE,2023,"  85,739.34 ","  80,130.22 ",21850,06,30,0630
M6003326,6003326,บรันช์ไทม์ บจก.,FOOD-MERCHANDISE,2023,"  17,619,704.55 ","  16,467,013.62 ",21610,04,10,0410
M6003327,6003327,พรเพ็ญ แซ่โค้ว,FOOD-MERCHANDISE,2023,"  127,260.00 ","  127,560.00 ",21790,05,70,0570
M6003334,6003334,ฟู้ดแอนด์ดริ๊งส์ บมจ. (FF),FOOD-MERCHANDISE,2023,"  2,437,979.31 ","  2,278,485.30 ",21740,05,40,0540
M6003334,6003334,ฟู้ดแอนด์ดริ๊งส์ บมจ. (FF),FOOD-MERCHANDISE,2023,"  26,256,711.35 ","  24,538,982.42 ",21790,05,70,0570
M6003336,6003336,แจ๊กเจียอุตสาหกรรม(ไทย) บมจ. (Pharma),FOOD-MERCHANDISE,2023,"  15,007,785.17 ","  14,026,198.44 ",21840,06,20,0620
M6003443,6003443,ดีมาฟูดส์ บจก.,FOOD-MERCHANDISE,2023,"  1,067,404.58 ","  997,573.93 ",21740,05,40,0540
M6002593,6002593,สหพัฒนพิบูล บมจ. (M6002593),FOOD-MERCHANDISE,2023,"  363,330.27 ","  339,561.00 ",21661,04,61,0461
M6002598,6002598,ล่ำสูง (ประเทศไทย) บมจ. (M6002598),FOOD-MERCHANDISE,2023,"  4,483,677.39 ","  4,190,352.72 ",21630,04,30,0430
M6002599,6002599,ชุมชนเภสัชกรรม บมจ.,FOOD-MERCHANDISE,2023,"  1,007,566.31 ",  0.03 ,21630,04,30,0430
M6002640,6002640,มุกดา ว. บจก.,FOOD-MERCHANDISE,2023,"  390,308.87 ","  381,088.94 ",21790,05,70,0570
M6002652,6002652,รีเบิร์ท (ไทยแลนด์) บจก.,FOOD-MERCHANDISE,2023,"  744,582.35 ","  695,871.36 ",21661,04,61,0461
M6002659,6002659,ที.แมน ฟาร์มา บจก.,FOOD-MERCHANDISE,2023,"  34,556.16 ",  -   ,21630,04,30,0430
M6002681,6002681,เอส แอนด์ เอส มัลติโปรดักส์ บจก.,FOOD-MERCHANDISE,2023,"  2,055,962.20 ","  1,921,460.00 ",21750,05,50,0550
M6002684,6002684,เค วี เอ็น 2012 ดิสทริบิวเตอร์ หจก.,FOOD-MERCHANDISE,2023,"  1,286,895.75 ","  1,202,706.68 ",21790,05,70,0570
M6002687,6002687,ไทยนานาฮาชิ บจก.,FOOD-MERCHANDISE,2023,"  247,861.63 ","  231,646.38 ",21840,06,20,0620
M6002700,6002700,ไลฟ์ฟอร์ด (ประเทศไทย) บจก.,FOOD-MERCHANDISE,2023,"  3,230,829.69 ","  3,019,467.00 ",21661,04,61,0461
M6002703,6002703,สหกรณ์บริการถาวรพัฒนา จำกัด,FOOD-MERCHANDISE,2023,"  2,364,726.00 ","  2,364,726.00 ",21630,04,30,0430
M6000359,6000359,เชียงใหม่ วอลล์ บจก.,FOOD-MERCHANDISE,2023,"  2,831,720.49 ","  2,646,467.99 ",21790,05,70,0570
M6000502,6000502,อุดร วรพล หจก.,FOOD-MERCHANDISE,2023,"  3,000,654.39 ","  2,804,350.10 ",21790,05,70,0570
M6002833,6002833,ฮูทามากิ(ประเทศไทย) บจก. (Town Center),TOWN CENTER,2023,"  10,124,675.98 ","  9,462,314.00 ",33032,09,,09
M6002843,6002843,รำเพย ศักดิ์เมือง,FOOD-MERCHANDISE,2023,"  3,912,534.00 ","  3,912,534.00 ",21730,05,30,0530
M6002854,6002854,สหกรณ์การเกษตรเพื่อการตลาดลูกค้า ธ.ก.ส. ร้อยเอ็ด จำกัด,FOOD-MERCHANDISE,2023,"  2,834,880.00 ","  2,834,880.00 ",21630,04,30,0430
M6002930,6002930,พรสยาม เทรดดิ้ง บจก.,FOOD-MERCHANDISE,2023,"  1,097,338.50 ","  1,025,550.00 ",21760,05,60,0560
M6001437,6001437,จัสมิน (ฟู้ดส์) บจก.,FOOD-MERCHANDISE,2023,"  4,282,993.71 ","  4,002,797.87 ",21620,04,20,0420
M6001463,6001463,นิวเจริญฟาร์มาซูติคอล หจก.,FOOD-MERCHANDISE,2023,"  423,525.07 ","  352,579.93 ",21840,06,20,0620
M6001501,6001501,ฟาร์มาฮอฟ บจก.,FOOD-MERCHANDISE,2023,"  10,253,926.21 ","  6,308,644.73 ",21830,06,10,0610
M6001501,6001501,ฟาร์มาฮอฟ บจก.,FOOD-MERCHANDISE,2023,"  11,558,374.82 ","  4,169,054.97 ",21840,06,20,0620
M6001535,6001535,ฟาม่าฟู้ด บจก.,FOOD-MERCHANDISE,2023,"  1,187,321.11 ","  1,109,645.92 ",21750,05,50,0550
M6001552,6001552,สุราเสริมทรัพย์นครปฐม บจก.,FOOD-MERCHANDISE,2023,"  8,559,597.83 ","  7,999,624.11 ",21650,04,50,0450
M6001583,6001583,สหกรณ์การเกษตร เกษตรวิสัย จำกัด,FOOD-MERCHANDISE,2023,"  1,137,400.00 ","  1,137,400.00 ",21630,04,30,0430
M6001651,6001651,ดีเคเอสเอช (ประเทศไทย) บจก. (Fonterra),FOOD-MERCHANDISE,2023,"  (3,501,624.28)","  (3,501,624.28)",21610,04,10,0410
M6001657,6001657,บางกอกกรีน บจก.,FOOD-MERCHANDISE,2023,"  32,610.00 ","  32,610.00 ",21730,05,30,0530
M6001675,6001675,ยูเนียนเมดดิคอล (ประเทศไทย) บจก.,FOOD-MERCHANDISE,2023,"  306,518.79 ","  290,222.01 ",21830,06,10,0610
M6003461,6003461,ซันลีฟู้ดส์ บจก.,FOOD-MERCHANDISE,2023,"  3,039,510.70 ","  2,840,664.27 ",21730,05,30,0530
M6003462,6003462,บุญรอด เทรดดิ้ง บจก.,FOOD-MERCHANDISE,2023,"  34,949,578.40 ","  32,642,415.86 ",21620,04,20,0420
M6003466,6003466,เกรทเทสท์ เพ็ทแคร์ บจก.,FOOD-MERCHANDISE,2023,"  9,864,119.50 ","  9,875,394.40 ",21680,04,80,0480
M6003472,6003472,ดีซีเอช ออริกา (ประเทศไทย) บจก. (Pharma),FOOD-MERCHANDISE,2023,"  3,280,502.75 ","  2,995,308.71 ",21840,06,20,0620
M6003478,6003478,พี เอ็ม เจ เทรดดิ้ง บจก.,FOOD-MERCHANDISE,2023,"  10,015.20 ","  9,360.00 ",21760,05,60,0560
M6003488,6003488,บี ที ที (ไทยแลนด์) บจก.,FOOD-MERCHANDISE,2023,"  311,589.00 ","  311,589.00 ",21710,05,10,0510
M6003491,6003491,ราชสีมา เอ็น.ดี.พี. บจก.,FOOD-MERCHANDISE,2023,"  1,104,520.68 ","  1,032,666.48 ",21790,05,70,0570
M6003546,6003546,มูลนิธิโรงพยาบาลเจ้าพระยาอภัยภูเบศร ในพระอุปถัมภ์สมเด็จพระเจ้าภคินีเธอเจ้าฟ้าเพชรรัตนราชสุดา สิริโสภาพัณณวดี,FOOD-MERCHANDISE,2023,"  4,554,467.45 ","  2,992,410.63 ",21860,06,40,0640
M6003422,6003422,ธนพล แย้มเกษร (MM),FOOD-MERCHANDISE,2023,"  11,349,820.83 ","  11,349,820.83 ",21720,05,20,0520
M6003443,6003443,ดีมาฟูดส์ บจก.,FOOD-MERCHANDISE,2023,  747.60 ,  698.69 ,21310,02,10,0210
M6003449,6003449,เอสเค บุญทวี บจก.,FOOD-MERCHANDISE,2023,"  890,874.08 ","  851,576.82 ",21790,05,70,0570
M6003462,6003462,บุญรอด เทรดดิ้ง บจก.,FOOD-MERCHANDISE,2023,"  932,440,029.15 ","  871,408,926.12 ",21640,04,40,0440
M6003470,6003470,เนเจอร์ ไบโอเทค บจก.,FOOD-MERCHANDISE,2023,"  238,290.11 ","  222,701.04 ",21860,06,40,0640
M6003485,6003485,คอนเนค แอนด์ แกเธอร์ บจก.,FOOD-MERCHANDISE,2023,"  807,693.16 ","  773,240.00 ",21630,04,30,0430
M6003489,6003489,ภัทร ไอศกรีม บจก.,FOOD-MERCHANDISE,2023,"  675,596.20 ","  631,398.63 ",21790,05,70,0570
M6003503,6003503,เซนติเมนทัล (ประเทศไทย) บจก.,FOOD-MERCHANDISE,2023,"  370,115.71 ",  -   ,21630,04,30,0430
M6003511,6003511,คอสลุคส์ บจก.,FOOD-MERCHANDISE,2023,"  1,508,671.79 ","  1,409,973.64 ",21661,04,61,0461
M6003514,6003514,พี.พี.เอ็น. ฟู้ดส์ บจก.,FOOD-MERCHANDISE,2023,"  1,167,451.83 ","  1,091,076.48 ",21760,05,60,0560
M6003516,6003516,ดีเคเอสเอช (ประเทศไทย) บจก. (Mundi Pharma),FOOD-MERCHANDISE,2023,"  5,477,366.41 ","  5,054,739.57 ",21840,06,20,0620
M6003522,6003522,ไทยเพ็ทสแน็ค บจก.,FOOD-MERCHANDISE,2023,"  336,424.80 ","  309,360.00 ",21340,02,40,0240
M6003522,6003522,ไทยเพ็ทสแน็ค บจก.,FOOD-MERCHANDISE,2023,"  3,078,842.62 ","  3,079,238.32 ",21680,04,80,0480
M6003523,6003523,เฮง ดี เจริญ บจก.,FOOD-MERCHANDISE,2023,"  572,985.00 ","  554,999.40 ",21760,05,60,0560
M6003534,6003534,อภินันทวรรณ สินคณารักษ์,FOOD-MERCHANDISE,2023,"  1,708,926.00 ","  1,719,162.00 ",21760,05,60,0560
M6002938,6002938,ดีเคเอสเอช (ประเทศไทย) บจก. (J&J),FOOD-MERCHANDISE,2023,"  19,148,645.82 ","  16,707,197.23 ",21840,06,20,0620
M6002947,6002947,ดีเคเอสเอช (ประเทศไทย) บจก. (Medinova),FOOD-MERCHANDISE,2023,"  6,780,126.76 ","  2,461,663.18 ",21840,06,20,0620
M6002954,6002954,ดีทแฮล์ม เคลเลอร์ โลจิสติกส์ บจก. (British Dispensary),FOOD-MERCHANDISE,2023,  936.25 ,  875.00 ,21830,06,10,0610
M6002958,6002958,ซิลลิค ฟาร์มา บจก. (Pfizer),FOOD-MERCHANDISE,2023,"  2,377,613.53 ","  2,092,706.21 ",21830,06,10,0610
M6002979,6002979,ดีเคเอสเอช (ประเทศไทย) บจก. (โอสถสภา),FOOD-MERCHANDISE,2023,"  3,670,494.68 ","  3,320,131.44 ",21840,06,20,0620
M6003455,6003455,กวีวงศ์ โคมทอง,FOOD-MERCHANDISE,2023,"  13,140.00 ","  13,140.00 ",21790,05,70,0570
M6003472,6003472,ดีซีเอช ออริกา (ประเทศไทย) บจก. (Pharma),FOOD-MERCHANDISE,2023,"  874,786.10 ","  (19,358.46)",21830,06,10,0610
M6003485,6003485,คอนเนค แอนด์ แกเธอร์ บจก.,FOOD-MERCHANDISE,2023,"  127,959.16 ","  112,440.00 ",21620,04,20,0420
M6003485,6003485,คอนเนค แอนด์ แกเธอร์ บจก.,FOOD-MERCHANDISE,2023,"  954,540.58 ","  892,094.00 ",21760,05,60,0560
M6003521,6003521,ฟ้าสาง บจก.,FOOD-MERCHANDISE,2023,"  170,386.80 ","  159,240.00 ",21740,05,40,0540
M6003552,6003552,เอส บี ไอติม หจก.,FOOD-MERCHANDISE,2023,"  1,252,680.78 ","  1,171,289.17 ",21790,05,70,0570
M6003595,6003595,ดอกบัวฟู๊ดส์ บจก.,FOOD-MERCHANDISE,2023,"  23,856.72 ","  14,376.00 ",21760,05,60,0560
M6003606,6003606,ไทยยูเนี่ยน กรุ๊ป บมจ.,FOOD-MERCHANDISE,2023,"  47,261,950.61 ","  44,170,047.28 ",21630,04,30,0430
M6003620,6003620,น้ำแข็งบัวทอง 2532 บจก.,FOOD-MERCHANDISE,2023,"  158,876.50 ","  169,350.00 ",21790,05,70,0570
M6003623,6003623,นิว ไทย ที เบเกอรี่ หจก. (DF),FOOD-MERCHANDISE,2023,"  12,913,170.59 ","  12,068,383.73 ",21620,04,20,0420
M6003639,6003639,แม็กซ์โอเชี่ยน บจก.,FOOD-MERCHANDISE,2023,"  5,489,574.19 ","  5,130,443.14 ",21760,05,60,0560
M6003647,6003647,สรายุทธ ศรีสะกูล,FOOD-MERCHANDISE,2023,"  3,131,308.85 ","  3,131,308.85 ",21730,05,30,0530
M6003551,6003551,ครอสแม็กซ์ รีเทล บจก.,FOOD-MERCHANDISE,2023,"  33,810,411.80 ","  31,598,515.61 ",21760,05,60,0560
M6003554,6003554,บิ๊ก เอ. เอ็นเตอร์ไพรส์ หจก.,FOOD-MERCHANDISE,2023,"  423,055.51 ","  395,379.17 ",21790,05,70,0570
M6003591,6003591,เอที คอสเมติค (ประเทศไทย) บจก. (แทน 6003112),FOOD-MERCHANDISE,2023,"  215,440.86 ","  185,160.37 ",21670,04,70,0470
M6003595,6003595,ดอกบัวฟู๊ดส์ บจก.,FOOD-MERCHANDISE,2023,"  776,520.35 ","  725,719.96 ",21730,05,30,0530
M6003595,6003595,ดอกบัวฟู๊ดส์ บจก.,FOOD-MERCHANDISE,2023,"  17,873.28 ","  7,920.00 ",21740,05,40,0540
M6003603,6003603,เอฟบี ฟู้ด เซอร์วิส (2017) บจก. (แทน 6002686),FOOD-MERCHANDISE,2023,"  5,208,778.37 ","  5,208,778.37 ",21710,05,10,0510
M6001700,6001700,รุ่งพิทยานนท์ บจก.,FOOD-MERCHANDISE,2023,"  13,044,503.00 ","  13,044,503.00 ",21730,05,30,0530
M6001712,6001712,ส.เจริญเภสัชเทรดดิ้ง บจก.,FOOD-MERCHANDISE,2023,"  18,995,144.35 ","  17,357,962.14 ",21840,06,20,0620
M6001713,6001713,คลองโพธิ์เจริญพานิช หจก.,FOOD-MERCHANDISE,2023,"  45,539.16 ","  44,616.37 ",21790,05,70,0570
M6001716,6001716,มี้ด จอห์นสัน นิวทริชัน (ประเทศไทย) บจก.,FOOD-MERCHANDISE,2023,"  575,090,377.77 ","  537,467,642.79 ",21610,04,10,0410
M6001742,6001742,บางกอกตลาดข้าวไทย บจก. (SME),FOOD-MERCHANDISE,2023,"  2,073,861.25 ","  2,075,271.25 ",21740,05,40,0540
M6001771,6001771,อุตสาหกรรมอาหารไทย (1964)  บจก.,FOOD-MERCHANDISE,2023,"  123,872.40 ","  1,160.00 ",21631,04,31,0431
M6001774,6001774,ดีเอฟที (ประเทศไทย) บจก.,FOOD-MERCHANDISE,2023,"  44,127,724.15 ","  41,240,863.80 ",21660,04,60,0460
M6001815,6001815,ไทยเทปกาวอุตสาหกรรม บจก. (M6001815),FOOD-MERCHANDISE,2023,"  6,994,235.67 ","  6,397,160.82 ",21710,05,10,0510
M6001842,6001842,ผลิตภัณฑ์สมุนไพรไทย บจก.,FOOD-MERCHANDISE,2023,"  449,839.20 ","  275,046.96 ",21850,06,30,0630
M6003574,6003574,ที.เจ. เฮิร์บ บจก.,FOOD-MERCHANDISE,2023,"  46,204.15 ","  43,181.44 ",21840,06,20,0620
M6003583,6003583,ร้านสโนว์ไอซ์ โดย นายวิสิทธิ์ จรัสวุฒิเดช,FOOD-MERCHANDISE,2023,"  538,325.56 ","  507,667.97 ",21790,05,70,0570
M6003587,6003587,ติ่ง ฟง ฟู้ดส์ บจก.,FOOD-MERCHANDISE,2023,"  10,928,827.64 ","  10,213,857.60 ",21640,04,40,0440
M6003594,6003594,โกลเด้น คอสเมติก บจก.,FOOD-MERCHANDISE,2023,"  749,097.37 ","  700,091.00 ",21661,04,61,0461
M6003635,6003635,ยูนิคอร์ด บมจ.,FOOD-MERCHANDISE,2023,"  68,131,741.11 ","  63,674,524.54 ",21630,04,30,0430
M6003645,6003645,ลัคกี้ ยูเนี่ยน ฟู้ดส์ บจก.,FOOD-MERCHANDISE,2023,"  4,223,089.84 ","  3,946,812.91 ",21720,05,20,0520
M6003645,6003645,ลัคกี้ ยูเนี่ยน ฟู้ดส์ บจก.,FOOD-MERCHANDISE,2023,"  3,742,391.59 ","  3,497,562.12 ",21790,05,70,0570
M6003648,6003648,จิราพรฟู๊ด บจก.,FOOD-MERCHANDISE,2023,"  9,653,331.59 ","  9,021,805.20 ",21760,05,60,0560
M6003696,6003696,ยู สตาร์ (ประเทศไทย) บจก.,FOOD-MERCHANDISE,2023,"  1,418,369.01 ","  1,325,398.03 ",21661,04,61,0461
M6003711,6003711,ซินโนวา บจก. (Bolaven),FOOD-MERCHANDISE,2023,"  363,519.66 ","  346,469.00 ",21701,00,0,00000
M6003721,6003721,สวีท แอนด์ คูล เอเจนซี่ (1999) บจก.,FOOD-MERCHANDISE,2023,"  947,041.88 ","  885,523.35 ",21790,05,70,0570
M6002992,6002992,ชาลินี ลอยนุ้ย,FOOD-MERCHANDISE,2023,"  4,374,292.99 ","  4,374,292.99 ",21730,05,30,0530
M6002995,6002995,ศักดา วงษ์โกวิท,FOOD-MERCHANDISE,2023,"  4,151,440.00 ","  4,151,440.00 ",21860,06,40,0640
M6003010,6003010,ลิตเติ้ลฟาร์ม โกลเบิล บจก.,FOOD-MERCHANDISE,2023,"  17,144,261.30 ","  16,022,674.08 ",21750,05,50,0550
M6003012,6003012,เอเอ็นพีเอส แอนด์ อนันต์ไพศาล (2009) บจก.,FOOD-MERCHANDISE,2023,"  116,395.57 ","  23,350.75 ",21840,06,20,0620
M6003012,6003012,เอเอ็นพีเอส แอนด์ อนันต์ไพศาล (2009) บจก.,FOOD-MERCHANDISE,2023,"  301,416.89 ","  258,150.78 ",21860,06,40,0640
M6003055,6003055,จิสประพัจน์ หจก.,FOOD-MERCHANDISE,2023,"  209,333.09 ","  49,500.00 ",21860,06,40,0640
M6003068,6003068,การยาสูบแห่งประเทศไทย,FOOD-MERCHANDISE,2023,"  2,449,728,950.00 ","  2,277,417,964.27 ",21690,04,90,0490
M6003098,6003098,ยืนยงเอ็นเตอร์ไพรส์ บจก.,FOOD-MERCHANDISE,2023,"  1,688,085.03 ","  1,688,085.03 ",21710,05,10,0510
M6003110,6003110,โอสถสภา เบฟเวอเรจ บจก. (Peptine Sweet1),FOOD-MERCHANDISE,2023,"  1,565,419.30 ","  1,463,008.68 ",21620,04,20,0420
M6003679,6003679,คิงส์ วิช บจก. (แทน M6002810),FOOD-MERCHANDISE,2023,"  73,776,064.63 ","  68,947,964.20 ",21740,05,40,0540
M6003680,6003680,ครูยุ คอทเทจ บจก.,FOOD-MERCHANDISE,2023,"  759,559.83 ","  709,869.00 ",21760,05,60,0560
M6003684,6003684,วิสาหกิจชุมชนกลุ่มเกษตรพัฒนาแผนใหม่บุรีรัมย์,FOOD-MERCHANDISE,2023,"  10,348,735.00 ","  10,348,735.00 ",21730,05,30,0530
M6003698,6003698,กรุงเทพทิพโอสถ บจก.,FOOD-MERCHANDISE,2023,"  2,413,906.92 ","  2,255,987.78 ",21860,06,40,0640
M6003701,6003701,เอสเอ็น เฟรช บจก.,FOOD-MERCHANDISE,2023,"  160,353,628.02 ","  160,353,628.02 ",21730,05,30,0530
M6003701,6003701,เอสเอ็น เฟรช บจก.,FOOD-MERCHANDISE,2023,"  24,477,712.00 ","  24,477,712.00 ",21740,05,40,0540
M6003711,6003711,ซินโนวา บจก. (Bolaven),FOOD-MERCHANDISE,2023,"  19,521.08 ",  -   ,21730,05,30,0530
M6003640,6003640,ธาริกัน ฟู้ดส์ บจก.,FOOD-MERCHANDISE,2023,"  12,374,368.86 ","  11,564,830.54 ",21760,05,60,0560
M6003645,6003645,ลัคกี้ ยูเนี่ยน ฟู้ดส์ บจก.,FOOD-MERCHANDISE,2023,"  14,216,690.60 ","  13,286,626.68 ",21760,05,60,0560
M6003677,6003677,มิตรใหม่ฟู้ดส์ (ประเทศไทย) บจก.,FOOD-MERCHANDISE,2023,"  4,552,146.38 ","  4,254,342.40 ",21620,04,20,0420
M6003679,6003679,คิงส์ วิช บจก. (แทน M6002810),FOOD-MERCHANDISE,2023,"  6,502,814.93 ","  6,076,498.84 ",21760,05,60,0560
M6003723,6003723,ไอ.ซี.ซี. อินเตอร์เนชั่นแนล บมจ. (น้ำหอมปรับอากาศ),FOOD-MERCHANDISE,2023,"  7,934,404.78 ","  7,127,428.73 ",21670,04,70,0470
M6003724,6003724,เอส.เอ็น.ฟรุ๊ต บจก.,FOOD-MERCHANDISE,2023,"  13,442,195.00 ","  13,442,195.00 ",21730,05,30,0530
M6001907,6001907,สิงห์สกล (2009) บจก.,FOOD-MERCHANDISE,2023,"  8,059,583.83 ","  7,532,321.32 ",21650,04,50,0450
M6001910,6001910,บลูสไปซ์ บจก.,FOOD-MERCHANDISE,2023,"  21,306,504.73 ","  19,912,621.25 ",21630,04,30,0430
M6001958,6001958,แกลโลไทย บจก.,FOOD-MERCHANDISE,2023,"  161,497.24 ","  150,932.00 ",21750,05,50,0550
M6002002,6002002,ปาลิดา อิมพอร์ต เอ็กพอร์ต บจก. (M6002002),FOOD-MERCHANDISE,2023,"  670,690.68 ","  626,813.40 ",21630,04,30,0430
M6002006,6002006,ไดโช (ประเทศไทย) บจก.,FOOD-MERCHANDISE,2023,"  3,985,972.13 ","  3,724,668.90 ",21630,04,30,0430
M6002014,6002014,เอส.จี.ฟาร์อีสเทิร์น บจก.,FOOD-MERCHANDISE,2023,"  13,332,969.17 ","  12,428,464.41 ",21620,04,20,0420
M6002033,6002033,ซันยางอุตสาหกรรมอาหาร บจก. (M6002033),FOOD-MERCHANDISE,2023,"  23,472,840.44 ","  21,937,234.06 ",21620,04,20,0420
M6002727,6002727,สิงห์อรฉัตร บจก. (Beer),FOOD-MERCHANDISE,2023,"  3,874,111.13 ","  3,620,664.57 ",21650,04,50,0450
